run_id	resolution	steps	status	wall_time_ms	text_score	layout_score	loop_error	input_ocr_chars	mid_ocr_chars	mid_ocr_sample
20260424T072537Z-modal-ltx-s6-seed416-768x448	768x448	6	near_miss	1451.276	0.2860	0.9999	0.0031	763	145	Sketchapedia: Roman Colosseum ‘Arena Floor Velariumn ‘Seating Materials Annotated Section Diagram Tan S. Lemp Cnanatary stavitt Do veseatty siaut
20260424T072538Z-modal-ltx-s8-seed416-768x448	768x448	8	near_miss	1642.076	0.3071	0.9999	0.0028	763	177	Sketchapedia: Roman Colosseum ‘Arena Floor Velariumn ‘Seating Materials Annotated Section Diagram “2 CRega greeretyabouds wot water mt aan S. Lamp Goantary stow De waneatty spat
20260424T072540Z-modal-ltx-s2-seed416-896x512	896x512	2	near_miss	1441.064	0.0258	0.9994	0.0154	763	614	A strautired visual page with iabels, diagrams, and-dease ted for atuniity <necks, Arena Floor Vetanium “Teoeoor, tt, and nerice passages cramiod suddan revonksduring puic spodemdbeclatie euming eystom atedud spectainrs 
20260424T072541Z-modal-ltx-s3-seed416-896x512	896x512	3	near_miss	1534.340	0.1203	0.9990	0.0221	763	228	Sketchapedia: Roman Colosseum Arena Floor Vetortum Seating Materials Annotated Section Diagram “SS Chagiain gnamaty shout not wantin er mutt op rho nyu @ wind eo the eanonel ft fee — S, Lonp doundany states tes vintaeiil
20260424T072543Z-modal-ltx-s4-seed416-896x512	896x512	4	near_miss	1595.884	0.1103	0.9990	0.0217	763	569	peak he ayhenpt ath ged pea Arena Floor Veterrium Trnetoor, ita, and service passages croiod saddion revodis during putiic spodentee.Aatis cuming epxtom ahd spocatas and required coardmala rope tans Seating Matortats Sva
20260424T072544Z-modal-ltx-s6-seed416-896x512	896x512	6	near_miss	1867.311	0.0397	0.9993	0.0189	763	666	A structured viouel page’ nih label, diagrams, and dense text for stabiity cracks Arena Floor Votasium Trapdoor, ft, and serve passages cvalnd suddon rovecls during publ spadeadbe tabis auning eystom shaded specitars end
20260424T072546Z-modal-ltx-s8-seed416-896x512	896x512	8	near_miss	1971.021	0.0172	0.9999	0.0026	763	662	A structured viouel page’ with label, diagrams, and dense test for taniity cracks Arena Floor Votaeium Trapdoor, ft, and service passages crueind sudden revedls dung pubie spaeadbe tatis suming system stedad specitars an
20260424T072548Z-modal-ltx-s2-seed416-960x544	960x544	2	near_miss	1627.644	0.0162	0.9995	0.0147	763	550	Astructured viaual page ith labels, diagrarcs. and danse taut far stability checks. Arena Floor Vetariuum Tenndoors, is. ae sorvice paosageS crantadsudon ravens dunn puDlic soeitaRmNctahle ARNG RystaM shaded Spectators a
20260424T072550Z-modal-ltx-s3-seed416-960x544	960x544	3	near_miss	1680.168	0.0351	0.9990	0.0256	763	565	Actructured viaval page itn spots, diagrams, and dense twut far staviity checks Arena Floor Yetarium Trapdoor, Hit. sd sorvice passages craaiad sudiion ravens during public wedtaetunctatla suring systam shaded spectators
20260424T072551Z-modal-ltx-s4-seed416-960x544	960x544	4	near_miss	1747.001	0.0193	0.9989	0.0289	763	673	Astructured viaual pege vith Isbela, diagrams, and Gense taut far stability checks Arena Floor Yetarium Trapdoor, is, and Service passages craated sudiion raved during public weetaetunctatla Swring Eystam shaded spectato
20260424T072553Z-modal-ltx-s6-seed416-960x544	960x544	6	near_miss	1948.605	0.0178	0.9995	0.0193	763	653	Astructured visual pege vith isbela, diagrams, and dense text far siadtity checks Arena Floor Yetarium Trapdoor, Hs, snd Sorvice passages craaiad sudiion raved durng public weetaetuactatie swing Bystam shaded spectators 
20260424T072555Z-modal-ltx-s8-seed416-960x544	960x544	8	near_miss	2087.519	0.0197	0.9997	0.0126	763	617	Actructured viaual page vith labels, diagrams, and dense text far stablity checks Arena Floor Yetarium Trapdoor, Hs, sd sorvice passages craakad sudiion raveds durng public wedtaetuactatia suring systam shaded spectators
20260424T072557Z-modal-ltx-s2-seed416-1024x576	1024x576	2	near_miss	1681.271	0.0991	0.9989	0.0200	763	489	Astructuned viewal page with iebats, disgnans. and genase tant foc sawbility chacks. Asena Floor Velariam Seating Materials Soil ender ns cnvadad miata arctiiernure tiomgh teteH, Seciacutors saating Bandstine th rien sa 
20260424T072559Z-modal-ltx-s3-seed416-1024x576	1024x576	3	near_miss	1760.423	0.0811	0.9981	0.0294	763	96	Sketchapedia: Roman Colosseum Arena Floor Veiarium Seating Materiats Annotated Section Diegram
20260424T072601Z-modal-ltx-s4-seed416-1024x576	1024x576	4	fail	4551.696	0.1913	0.9980	0.0302	763	96	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Materiats Annotated Section Diagram
20260424T072605Z-modal-ltx-s6-seed416-1024x576	1024x576	6	near_miss	2080.450	0.1567	0.9989	0.0193	763	95	Sketchapedia: Roman Colosseum Asena Floor Velarium Seating Materials Annotated Section Diagram
20260424T072607Z-modal-ltx-s8-seed416-1024x576	1024x576	8	near_miss	2294.623	0.1977	0.9993	0.0124	763	131	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Materials Annotated Section Diagram nos WC AED ads mls. gH ven Boi oi nS
20260424T072610Z-modal-ltx-s2-seed416-1280x736	1280x736	2	near_miss	2238.488	0.6010	0.9994	0.0135	763	765	H : Sketchapedia: Roman Colosseum A structured visual page with labels, disgrams. and dense text for stability checks Arena Floor Velarium Trapdoors, lifts, and service passages created sudden reveats during public spedi
20260424T072612Z-modal-ltx-s3-seed416-1280x736	1280x736	3	near_miss	2524.155	0.7529	0.9990	0.0205	763	812	H . Sketchapedia: Roman Colosseum A structured visual page with labels, disgrams, and dense text for stability checks Arena Floor Velarium Trapdoors, Its, and service passages created sudden reveuls during public spedaet
20260424T072614Z-modal-ltx-s4-seed416-1280x736	1280x736	4	near_miss	2586.254	0.5375	0.9990	0.0217	763	697	H . Sketchapedia: Roman Colosseum A structured visual page with labels, disgrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, Its, and service passages created sudden reveuls during public spedts
20260424T072617Z-modal-ltx-s6-seed416-1280x736	1280x736	6	near_miss	2975.253	0.6887	0.9992	0.0292	763	757	H . Sketchapedia: Roman Colosseum A structured visual page with labels, disgrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, fits, and service passages crested sudden reveals during public spedt
20260424T072620Z-modal-ltx-s8-seed416-1280x736	1280x736	8	fail	3325.621	0.7659	0.9993	0.0354	763	776	H . Sketchapedia: Roman Colosseum Astructured visual page with labels, disgrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, Its, and service passages created sudden reveals during public spedaef
20260424T072623Z-modal-ltx-s2-seed417-768x448	768x448	2	near_miss	1327.558	0.3064	0.9996	0.0134	763	182	Sketchapedia: Roman Colosseum Asena Floor Velarium: Seating Matoriats Annotated Section Diagram “E'GScarhn pwmonmy eet ot weiter met Ta a 5) Leanp benanetary henge be wincnatiyaieat,
20260424T072625Z-modal-ltx-s3-seed417-768x448	768x448	3	pass	1280.819	0.3157	0.9994	0.0179	763	169	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Matorlats Annotated Section Diagram "Fides pmerety nd cut wot met y pian S. Lanp boundary chant be winutey eae
20260424T072626Z-modal-ltx-s4-seed417-768x448	768x448	4	near_miss	1331.198	0.3033	0.9995	0.0161	763	172	Sketchapedia: Roman Colosseum ‘Arena Floor Velariun Seating Matoriats Annotated Section Diagram "Ears gmenetry hunt ut wettam ar met Ben 5) Leap boundary chase be wisn cvat
20260424T072627Z-modal-ltx-s6-seed417-768x448	768x448	6	near_miss	1433.443	0.2903	0.9999	0.0029	763	136	Sketchapedia: Roman Colosseum ‘Arena Floor Velarium Seating Materiais Annotated Section Diagram SE Wear quenrety und tat wetter melt bis
20260424T072629Z-modal-ltx-s8-seed417-768x448	768x448	8	near_miss	1625.775	0.2774	0.9999	0.0022	763	132	Sketchapedia: Roman Colosseum Arena Floor Velarium Seating Matariais Annotated Section Diagram ST Ress'm gouty und it wetter me ieee
20260424T072630Z-modal-ltx-s2-seed417-896x512	896x512	2	near_miss	1562.979	0.0193	0.9994	0.0154	763	577	A structured visual page With lavele, dlugrams, and Gunes text for stwblity <r Arena Floor Veter, ‘Tmo, ft, and serve pacsuges remo! sudan revents during public speuRbetahie aumang Spstum stradkd spactaars and raguN coUr
20260424T072632Z-modal-ltx-s3-seed417-896x512	896x512	3	near_miss	1586.243	0.1116	0.9989	0.0220	763	602	Astruchowe visual page with lable, diagrams, and duane text for nity checks Arena Floor Votarivm Trapdoor, a, and service pacsages cieted sudan revods during pubic spnfumetatse suming sysinm shadud spectators end regu! c
20260424T072633Z-modal-ltx-s4-seed417-896x512	896x512	4	near_miss	1604.206	0.1113	0.9986	0.0241	763	595	{ ) Astructorwe visual page With labela, iugrems, and deawe eat for sully cracks Arena Floor Votarivm Trapdoor, ita, and service passages crete” sudan revods during pUMC speumetatse serung sysinm shadud spactaors and req
20260424T072635Z-modal-ltx-s6-seed417-896x512	896x512	6	near_miss	1779.849	0.0260	0.9980	0.0282	763	322	nln, nop nth eos Arena Floor Vetarivm ‘natin ,w sencn passages coti udon roves dope seaman any sym shade SPs nd ror con Sesting Materiats Sal mina coe ahs eho, opin tn tare ek nd canoe cardi rr oem Annotated Section Diag
20260424T072637Z-modal-ltx-s8-seed417-896x512	896x512	8	near_miss	2075.909	0.0157	0.9977	0.0276	763	320	pope lyon Arena Floor Votarium ‘Trondoom, lift, and service passages crotind surldon reveals during ULC spenemeecaise awning Syston shaded spactatars and required cordinated rope tence Sesting Materiats Annotated Section
20260424T072639Z-modal-ltx-s2-seed417-960x544	960x544	2	near_miss	1631.563	0.0205	0.9994	0.0150	763	651	A structured visual pagerwlth inten, diagrams. and danse text far statity checks Arena Floor Yetarium Tapdoacs its. cu service paasages cule uddon favents during publ spetbuekencatte awring sistem mecua spectanNS and req
20260424T072640Z-modal-ltx-s3-seed417-960x544	960x544	3	near_miss	1730.596	0.0262	0.9988	0.0235	763	686	Acstructured viauai page wlin lucia, dlegrams, and denee teut far stabiity checks. Arena Floor Yetarium Trapdoacs, (its. aed service peasages crealed suddon revenis dunng public peitamuactahte awning system shaded specta
20260424T072642Z-modal-ltx-s4-seed417-960x544	960x544	4	near_miss	1858.588	0.0215	0.9987	0.0237	763	581	Arena Floor Vetarium Trapdoocs, its acu service passages crated suddon ravens during publc seuRuekmnctatla awning salam shaded spectars and required coordinated ron hand Seating Matertals Snoial aor as ancadad ato ha eic
20260424T072644Z-modal-ltx-s6-seed417-960x544	960x544	6	near_miss	1944.735	0.0547	0.9991	0.0198	763	668	A structured viaual page wlth lnoetn, diagrams, and danse text for stay checks Arena Floor Vetarium Trapdoocs, its acu service passages cbalad sudden reveals dung puble speuRuekmnclatla awning stam shaded spectators und 
20260424T072646Z-modal-ltx-s8-seed417-960x544	960x544	8	near_miss	2073.586	0.0321	0.9999	0.0066	763	651	A ctructured viavai poge with laceis, dlegrams, and danse text for stadility checks. Arena Floor Vetarium Trapdoocs, its aca service passages calad sudden ravens dung publc speuuekmclabia awring systum shaded spectators 
20260424T072648Z-modal-ltx-s2-seed417-1024x576	1024x576	2	near_miss	1680.703	0.0229	0.9990	0.0195	763	659	Astruciured visu! page with iebels, diagrams, and cenge text for menility checks. Areoa Floor Vetariam Trepdioodt lite, and servos passagus. ciening euddion reves chcing mubive spevadaactatie: MING sysiom ntoded sneKTlUS
20260424T072650Z-modal-ltx-s3-seed417-1024x576	1024x576	3	near_miss	1870.716	0.0163	0.9980	0.0295	763	460	Astrachited views! page with fades, diagrams, and osnse text for statity chacks. Arena Floor Velarium Seating Materials Sociat onfor wns enone ma thes wetmecun eaigh Yaad, Secreto Costing Hons tuft beck. sauwiconcmbe can
20260424T072652Z-modal-ltx-s4-seed417-1024x576	1024x576	4	near_miss	1882.770	0.0415	0.9975	0.0309	763	513	Apinuchired viwel paga with labels, diagrams, and disnre text for stetaity checks | | Areva Floor Velarium | Seating Materials | Social cover ums senonaed mon thes suchReKTUNE Ie Yekod, Nemaretat Domting HemnteK Wh rick,
20260424T072654Z-modal-ltx-s6-seed417-1024x576	1024x576	6	near_miss	2077.155	0.0762	0.9974	0.0330	763	291	Sketchapedia: Roman Colosseum Areoa Floor Velarium | Materials | 2 Tali mud tonnatin comments octane aM Varnes. | “aan gnometry shout nat ween er melt 2. Mote may anoear is shy, cloth, crmnds, or fystu. | Aer lout ts tha
20260424T072656Z-modal-ltx-s8-seed417-1024x576	1024x576	8	near_miss	2372.305	0.0368	0.9972	0.0400	763	496	Astuctured views! pagd with labels, diagrams, and dense te tal chs. Arepa Floor Velarium r Aareteractatsn. an d thpe hand Materials Sou S p iD dhe EChRecuNe ItncasOh tana, Revanstnct Lesing fosnsen. 1 brick, Sn? concrute
20260424T072658Z-modal-ltx-s2-seed417-1280x736	1280x736	2	near_miss	2286.190	0.5222	0.9994	0.0139	763	778	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams, and dense text for stability checks Arena Floor Velarium Trepdoors, lifts, and service passages created sudden reveals during public spede
20260424T072700Z-modal-ltx-s3-seed417-1280x736	1280x736	3	near_miss	2532.576	0.5415	0.9989	0.0220	763	732	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams, and dense text for stability checks Arena Floor Velarium Trapdoors, lifts, and service passages created sudden reveals during public spedi
20260424T072703Z-modal-ltx-s4-seed417-1280x736	1280x736	4	near_miss	2667.155	0.5924	0.9991	0.0204	763	758	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, lifts, and service passages created sudden reveals during public sped
20260424T072705Z-modal-ltx-s6-seed417-1280x736	1280x736	6	near_miss	2981.436	0.5764	0.9995	0.0096	763	694	H . Sketchapedia: Roman Colosseum A structured visual page with labels, disgrams, and dense text for stability checks Arena Floor Velarium Trepdoors, lifts, and service passages created sudden reveals during public spedi
20260424T072708Z-modal-ltx-s8-seed417-1280x736	1280x736	8	fail	3378.503	0.5002	0.9994	0.0085	763	751	H . Sketchapedia: Roman Colosseum Astructured visual page With labels, diagrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, lifts, end service passages created sudden reveals during public spedi
20260424T072712Z-modal-ltx-s2-seed418-768x448	768x448	2	pass	1217.203	0.2517	0.9994	0.0151	763	129	Sketchapedia: Roman Colosseum Arena Floor Velarium ‘Seating Mateclats: Annotated Section Diagram Serr Gey mhoRkt at vette erie js
20260424T072713Z-modal-ltx-s3-seed418-768x448	768x448	3	pass	1270.545	0.1714	0.9990	0.0224	763	234	| Sketchapedia: Roman Colosseum Arena Floor Velariua | Terpancre, Wa, am! sorece gmanges imate suRien cevorte durerg public SedemNbEtO Owe) 24 ,6Hm BHended spre ksarY ar neUFABe Le Repo Pama Seating Matertats Annotated S
20260424T072714Z-modal-ltx-s4-seed418-768x448	768x448	4	near_miss	1432.752	0.2214	0.9987	0.0252	763	73	Sketchapedia: Roman Colosseum Seating Matertats Annotated Section Diagram
20260424T072716Z-modal-ltx-s6-seed418-768x448	768x448	6	near_miss	1441.926	0.2476	0.9985	0.0238	763	119	Sketchapedia: Roman Colosseum Seating Matorlats: | Annotated Sectinn Diagram “Sermo grumonicytheik mt eatin cr yet bh |
20260424T072717Z-modal-ltx-s8-seed418-768x448	768x448	8	near_miss	1569.128	0.2575	0.9981	0.0249	763	135	Sketchapedia: Roman Colosseum | Antena Flan Velaciue Seating Materlats Annotated Section Diagram YF E io geumanity Neu mt wenn ett fear
20260424T072719Z-modal-ltx-s2-seed418-896x512	896x512	2	near_miss	1495.358	0.0106	0.9994	0.0148	763	579	blag wnt Beh tt Ieee Arena Floor Ve taeriuam Thaodoor, in, and sence paranges craniad susdon ravnale during public spetumbuabhe curing system shades spacitsrs and reyuee-cooreinaed 0 tan Seating Materials Soc! aac wee en
20260424T072720Z-modal-ltx-s3-seed418-896x512	896x512	3	near_miss	1563.697	0.1058	0.9989	0.0236	763	633	Astructured visoel tape fabale, dlagrmns, and Ounse text fer stabiy checks Arena Floor Ve tonite Trapdoors, it, and sonvee patanges cram sudo esvanis during pubic spextuabucatie awning system shaded spacators nd required
20260424T072722Z-modal-ltx-s4-seed418-896x512	896x512	4	near_miss	1619.565	0.0992	0.9985	0.0267	763	630	A structured visoat page with fabels, diagrams, and ounse tux! for stauily chicka Arena Floor Voteeiuam Trapuoor, te and sence pesenges created sudan revo durin pulile pestumhunatie uni system shaded spactater and requir
20260424T072723Z-modal-ltx-s6-seed418-896x512	896x512	6	near_miss	1762.381	0.0202	0.9982	0.0292	763	635	A structunad visust payo with labels, diagrams, and dunse tax! for statty checks Arena Floor v Trapdoor, th, and sence pexsages craniod suskéoo ravaaie duting public apedsabucathe gong systom shaded spaciatsrs and requir
20260424T072725Z-modal-ltx-s8-seed418-896x512	896x512	8	near_miss	1956.847	0.0174	0.9989	0.0212	763	625	A structured vivusl page With label, diagrams, and ounse test for stetisty checks Arena Floor Trapduors ih, end seruce pateages crouiod sulin reveals during pubic apaxRoRwuanne Gemmng Syston shaded Spacers end requited c
20260424T072727Z-modal-ltx-s2-seed418-960x544	960x544	2	near_miss	1597.051	0.0250	0.9996	0.0131	763	640	A ciucnired vinwal page wlth nesta, diagrams. and dense taxt far stabilty checks Arena Floor Velarium Trandoos, its. an sorvice passages craluesuddon sevants daring pwshc sDedaeamctatie Suing syvigm shaded spactators and
20260424T072729Z-modal-ltx-s3-seed418-960x544	960x544	3	near_miss	1744.612	0.0159	0.9993	0.0168	763	655	Acoruchired vinwal page’ win Intels, diagrams. and denee taxt far stabiliy checks Arena Floor Yelarium Trapdoor, is. and survce passages cated sudden ravens during public spelaekmctable awning system shaded spactalors en
20260424T072731Z-modal-ltx-s4-seed418-960x544	960x544	4	near_miss	1756.904	0.0221	0.9995	0.0121	763	653	A ovuctired views! page lin Insts, diagrams. and dense taxt far stability checks Arena Floor Yelarium Trapdoor, is. and survce passages cvalad sudden ravens gunn public speduetmclabe awning stam shaded spactalrs end requ
20260424T072732Z-modal-ltx-s6-seed418-960x544	960x544	6	near_miss	1921.084	0.0281	0.9998	0.0069	763	643	A ovuchired vinwel page lin lnbets, diagrams. and dense twit far stabilly checks Arena Floor Yelarium Trapdoor, is. and survce passages cvalad sudden ravadts gurny publc spadaetmctable awning system shaded spactalrs end 
20260424T072734Z-modal-ltx-s8-seed418-960x544	960x544	8	near_miss	2138.285	0.0223	0.9999	0.0034	763	678	Actructured visual page uth labels, diagrams, and dense taut for stabilty checks Arena Floor Velarium Trapdoors, ifs, and sorvice passages croaled suddon reves daring public spautaekmctable aurang fyviam shaded spectator
20260424T072736Z-modal-ltx-s2-seed418-1024x576	1024x576	2	near_miss	1682.519	0.0303	0.9982	0.0242	763	611	Astraviunsd views! neg With Inbal. diagrams. and anse sex! iovatabiity checks Arana Fioor Velaviamn Teaneionns, Hits, ene seevio paRSAS moNIE suOtOH KevRAlEunNG snkTe ApOMRlARCIA KE MUNG SHsInEH shaded aREUItOS AMM FOqHM
20260424T072738Z-modal-ltx-s3-seed418-1024x576	1024x576	3	near_miss	1799.682	0.0179	0.9969	0.0340	763	469	A vinuciuvedt vis! ney wil Hees, clitgranes, ond exes tant tocwtatlity checks Arena Floor Vebariism Seating Materials Sin und wns weston the arcMetuns IaemNION tees en esane’ xt ana, Nh ay ee cent eet el snc ne uber Anno
20260424T072740Z-modal-ltx-s4-seed418-1024x576	1024x576	4	near_miss	1979.265	0.0233	0.9959	0.0375	763	414	| Arena Floor Vebarium | Seating Materials | Seciot menue tmnt ates oxcMMcanL SERN MSH! Sem ae fo onan. A eR Nee OEoA aN oRALMESAINCIALE Annotated Section Diagram | 1 Testtoprr eames ener eaTeR A eTENED, == a soneuingy —
20260424T072742Z-modal-ltx-s6-seed418-1024x576	1024x576	6	near_miss	2116.014	0.1920	0.9950	0.0372	763	226	Sketchapedia: Roman Colosseum | Arana Floor Vetarham Seating = Matoriats =— Ns at Annotated! Gaction Diagram | TOUTE ATR in - ‘ S ROSAMCR AMET eTaML ETON. | Be SS SSS ‘Len teaoocehn pr eematilnn meat det | ns |__ alan nn
20260424T072744Z-modal-ltx-s8-seed418-1024x576	1024x576	8	near_miss	2299.101	0.0707	0.9946	0.0355	763	0	
20260424T072746Z-modal-ltx-s2-seed418-1280x736	1280x736	2	near_miss	2230.101	0.5006	0.9995	0.0131	763	806	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diegrams. and dense text for stability checks Arena Floor Velarium Trapdoors, ints, and service passages created sudden reveeis during public spedim
20260424T072749Z-modal-ltx-s3-seed418-1280x736	1280x736	3	near_miss	2411.476	0.5665	0.9993	0.0188	763	781	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, lifts, and service passages created sudden reveals during public spec
20260424T072751Z-modal-ltx-s4-seed418-1280x736	1280x736	4	near_miss	2682.590	0.5257	0.9994	0.0165	763	642	H . Sketchapedia: Roman Colosseum A structured visual page with labels, diagrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, lifts, and service pessages created sudden reveals during public speg
20260424T072754Z-modal-ltx-s6-seed418-1280x736	1280x736	6	fail	3069.728	0.4906	0.9997	0.0079	763	574	H . Sketchapedia: Roman Colosseum A structured visual page with labels, disgrams, and dense text for stability checks Arena Floor Velarium Trapdoors, lifts, and service passages created sudden reveals during public spedi
20260424T072757Z-modal-ltx-s8-seed418-1280x736	1280x736	8	fail	5798.646	0.5539	0.9997	0.0062	763	812	H . Sketchapedia: Roman Colosseum Astructured visual page with labels, diagrams, and dense text for stability checks. Arena Floor Velarium Trapdoors, lifts, and service passages created sudden reveals during public spedi
20260424T072802Z-modal-ltx-s2-seed419-768x448	768x448	2	pass	1230.750	0.2874	0.9995	0.0140	763	179	Sketchapedia: Roman Colosseum Arena Floor Velariun Seating Matoclats Annotated Section Diagram “fGen gmeentnysheht ok watianca ett ‘ae 9. Linn temumitary ntvméth be wepsaaftyanet,
20260424T072804Z-modal-ltx-s3-seed419-768x448	768x448	3	pass	1298.044	0.2685	0.9992	0.0192	763	173	Sketchapedia: Roman Colosseum Arena Floor Velarive Soating Matoclats: Annotated Section Diagram “Sear ewueneny nt ok watt er tt B meen, Lonny temanary stu ech 0 eesantty wae
20260424T072805Z-modal-ltx-s4-seed419-768x448	768x448	4	near_miss	1374.091	0.2231	0.9990	0.0217	763	173	Sketchapedia: Roman Colosseum Arena Floor Velariuen ‘Soating Matorlats Annotated Section Diagram “Weare pwenetyrdnt oot watt arms Ta ‘Lemp tomeretary viva och 0 enaantty wae
20260424T072806Z-modal-ltx-s6-seed419-768x448	768x448	6	near_miss	1526.212	0.2257	0.9991	0.0320	763	180	Sketchapedia: Roman Colosseum ‘Arena Floor Velariun Soating Matoriats Annotated Section Diagram “FWearin grveneryadukt wut nest ee Bpmain! ‘9. Comp tomanstary vivant 0 enzantty uaa
20260424T072808Z-modal-ltx-s8-seed419-768x448	768x448	8	near_miss	1540.115	0.2011	0.9979	0.0706	763	147	Sketchapedia: Roman Colosseum Arena Floor Velariven Sosting Mateciats Annotated Section Diagram Pan bea! 9. Lop tomendtary atvau rd 0 eenzantty uaa
20260424T072809Z-modal-ltx-s2-seed419-896x512	896x512	2	near_miss	1494.917	0.0181	0.9995	0.0137	763	655	Actruchored vieuel page wift lates, dagrams, and: dunse teat for stability eects Arena Floor Veserhuem “Trapdoor, it, and soruce passages cronta! suiKon revonls ding pulie spo nechecaliy euming syslum shadad spactanre en
20260424T072811Z-modal-ltx-s3-seed419-896x512	896x512	3	near_miss	1570.727	0.0183	0.9993	0.0187	763	656	Actructured visual page itt labels, diagrams, and danse text for stablity cracks. Arena Floor Vetarium “Tupdvor, it, and service passages crontad suikion revoals during pubic spafucectnlie awning system shaded spectators
20260424T072813Z-modal-ltx-s4-seed419-896x512	896x512	4	near_miss	1612.055	0.0151	0.9992	0.0194	763	643	Actructured visual page wt labete, diagrams, and danse text for stablily checks Arena Floor Vetarium Trapdvor, ft, ant sore patsages creniod suddan rovoals during public spaedectnlse guning system shaded spectators and r
20260424T072814Z-modal-ltx-s6-seed419-896x512	896x512	6	near_miss	1785.139	0.0194	0.9994	0.0161	763	654	A structured visual page with lobefa, diagrams, and dense text! for stiblily cracks Arena Floor Vetartum Trapdoom, lite, and sonsce passages cing sudden revoals during public spevaabadalie euming system shaded spectutors
20260424T072816Z-modal-ltx-s8-seed419-896x512	896x512	8	near_miss	1973.975	0.0159	0.9998	0.0101	763	676	Astructured visual page with labels, diagrams, and dense text for stublily cracks. Arena Floor Vetartum Trupdoom, its, and sonsce patsages casing sudan revoale during public spefiaabacalse quming system shaded spectators
20260424T072818Z-modal-ltx-s2-seed419-960x544	960x544	2	near_miss	1689.237	0.0204	0.9992	0.0171	763	682	Asiructined viaunt page vith Inbal, disgrama. and danse text for stabilty chacks: Arena Floor Yeiarium Tiapdoors, Hits and service passages cratic sudden cavasis during public speitaEksuctable wrMg Gystam shadee spectato
20260424T072820Z-modal-ltx-s3-seed419-960x544	960x544	3	near_miss	1741.157	0.0192	0.9987	0.0232	763	654	Antructored vial page vith Isdete, diagrams, and dense taut for stabilty chacks. Arena Floor Veiarium Trapdoor, its and service passges crastad sudkdon ravenls during public speiRaekmictabls avng Hystam shaded spectators
20260424T072821Z-modal-ltx-s4-seed419-960x544	960x544	4	near_miss	1806.224	0.0182	0.9983	0.0252	763	601	Antructored viaual page vin libete, diagrams, snd dense taxt for statilty chacks Arena Floor Yeiarium Trapdooss, is and sevice passages Cruatad sudden reveals dunn public seitaeuctatio awrang ayatam shadud spectalors und
20260424T072823Z-modal-ltx-s6-seed419-960x544	960x544	6	near_miss	1979.505	0.0371	0.9977	0.0269	763	728	} Astuctired wasal laps Inbote, diegrerna, snd dense tax! for stabilty checks. | Arena Floor Yoiarium | Trapdoor, its. and service passages crusiad sudden ceveats during public spextaedmuctabie awning systam shadid spact
20260424T072825Z-modal-ltx-s8-seed419-960x544	960x544	8	near_miss	2134.825	0.0467	0.9978	0.0256	763	728	Astructored visual laps label, diagrarns, smd decise taut for stability chacks. | Arena Floor Yeiarium | - | Trapdoocs, Hts. and service pessspes croatad sudiion reveals during public speitagisactabis sung system shaded 
20260424T072827Z-modal-ltx-s2-seed419-1024x576	1024x576	2	near_miss	1672.047	0.0209	0.9994	0.0153	763	665	Astructured visual page with isdels, dingrams. and dense twet for stability checks. Arena Floor Velarium Trapddoors, lifts, and service passages crenied sudden revasis daring puble speviadvertatin awning sysiem hoses spe
20260424T072829Z-modal-ltx-s3-seed419-1024x576	1024x576	3	near_miss	1767.901	0.0174	0.9990	0.0220	763	666	Astructured visual page with isdels, dingrams, and dense tex! for staiity checks. Arena Floor Velarlum Trandoors, lifts, and service passues cresieg saddon revaais dasinn pudke gpeviaebactatin awning sysiam shaded specin
20260424T072831Z-modal-ltx-s4-seed419-1024x576	1024x576	4	near_miss	1856.317	0.0942	0.9990	0.0215	763	526	Avtructured visual page with labels, dingrams, and danse text for steblity checks. Arena Floor Velarlum Seating Materials Soci! axsar wns encoded aio tho arimeture through (lem, suTariies SoS TRAINER Se NHI Ae GoNCRIEE C
20260424T072833Z-modal-ltx-s6-seed419-1024x576	1024x576	6	near_miss	2052.508	0.0791	0.9994	0.0160	763	606	Avtructured visual page with labels. diagrams, and danse tuxt for stablity checks. Arena Floor Velarium Trantoons, tits, an service passanes. crested eagHien revedin duing DUK gnedtaEeECTalin awNITNS HuHiam. (oOdES spECR
20260424T072835Z-modal-ltx-s8-seed419-1024x576	1024x576	8	near_miss	2309.679	0.0827	0.9996	0.0128	763	703	Astructured visual psge with labels, diagrams, and dense text for stabibty checks. Arena Floor Velarium Trantoons, lifts, anc service passages created sudden revecis during pubic gpectedbactatin owning custom oboded spec
